"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"288",332,"2021-10-14 11:31:05",9,"en",1715405693,"za13yvGiPcQL6ar","2021-10-14 11:23:27","2021-10-14 11:31:05","129.132.233.241","","10..highly experienced","50 to 59","> 15 years","10..fully","Yes",NA,"8","10..fully","9","10..fully","to a large extent","No","No","No","Yes","No","","quite centrally","quite centrally","only marginally","no","quite centrally","only marginally","quite centrally","co-created (collaborative + participated in designing study and/or determining objectives)","co-created (collaborative + participated in designing study and/or determining objectives)","consultative (provide information via interviews, online questionnaires, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","collaborative (contributory + interpreting data and/or drawing conclusions)","true","false","true","true","true","yes","yes","no","no","yes","Yes","Yes","10..to a high degree","10..to a high degree","8","8","3","7","9","changing behaviour","changing attitude","changing understanding","changing awareness","changing awareness","changing awareness","changing behaviour","","7","Yes","No","Yes","","9","3","8","8","4","10..full extent","yes","yes","yes","no","no","yes","yes","yes","yes","yes","yes","yes","9","10..very highly scalable","10..very highly scalable","yes","-","-","-",NA
"289",333,"2021-10-14 11:31:49",9,"en",448306789,"LrduLgfJcEXDjGc","2021-10-14 11:26:04","2021-10-14 11:31:49","130.125.26.183","","0..not experienced at all","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","4","0..not at all","no","No","No","No","No","No","","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","no","no","no","no","No","No","0..not at all","2","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","5","0..not at all","9","10..full extent","yes","no","yes","no","no","no","no","no","no","no","no","no","","","","no","","","",NA
"290",334,"2021-10-14 11:59:47",9,"en",1761041930,"jtZcIt2eDYTz9Hl","2021-10-14 11:30:35","2021-10-14 11:59:47","2a02:120b:c3ca:2840:958c:2734:e461:6a","","6","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","0..not at all","no","No","Yes","No","No","No","","no","no","no","no","no","no","no","","","","","","","","","","","","","no","no","no","no","no","No","No","0..not at all","10..to a high degree","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","changing understanding","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","yes","no","no","no","no","no","yes","yes","yes","no","no","no","Not applicable","Not applicable","Not applicable","no","","","",NA
"291",335,"2021-10-14 11:40:13",9,"en",423070673,"YYkNQfaNQpwrXno","2021-10-14 11:32:49","2021-10-14 11:40:13","77.135.123.54","","0..not experienced at all","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","0..not at all","no","No","No","No","No","No","scientific practice","only marginally","no","no","no","no","no","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","","","","","","no","no","no","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","3","0..not at all","3","8","yes","yes","yes","no","no","no","no","no","no","no","no","no","","","","yes","","","",NA
"292",337,"2021-10-14 11:46:41",9,"en",743890761,"We7hNPCgKYljnRy","2021-10-14 11:37:27","2021-10-14 11:46:41","129.194.130.72","","8","60 to 69","> 15 years","8","Yes",NA,"7","10..fully","10..fully","7","to a minor extent","Yes","No","No","No","No","","quite centrally","only marginally","only marginally","no","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","true","false","","true","yes","no","no","","","Yes","No","7","4","7","2","","","10..to a high degree","changing attitude","changing attitude","changing attitude","","","","changing attitude","","Not applicable","N/A","N/A","N/A","","8","Not applicable","Not applicable","Not applicable","10..full extent","10..full extent","yes","yes","","","","yes","yes","no","yes","yes","yes","yes","Not applicable","Not applicable","I don't know","no","","","",NA
"293",338,"2021-10-14 11:58:04",9,"en",935179516,"4zZQoLR2ds1Yslj","2021-10-14 11:47:44","2021-10-14 11:58:04","2a04:ee41:84:d586:a1d4:2a15:1d32:2266","","8","60 to 69","> 15 years","10..fully","Yes",NA,"7","10..fully","10..fully","5","to a minor extent","Yes","Yes","Yes","No","Yes","","quite centrally","no","no","only marginally","only marginally","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","false","true","true","yes","no","no","no","yes","No","Yes","6","7","0..not at all","0..not at all","3","4","7","changing understanding","changing awareness","","","changing understanding","changing awareness","changing attitude","","3","Yes","No","No","","5","2","7","6","3","9","yes","yes","yes","no","yes","yes","yes","yes","no","no","no","no","7","6","Not applicable","yes","","","",NA
"294",339,"2021-10-14 12:10:52",9,"en",1180687725,"gl09eLCdpGxYcz7","2021-10-14 11:59:02","2021-10-14 12:10:52","129.132.77.161","","3","50 to 59","> 15 years","5","Yes",NA,"2","4","2","8","no","No","No","No","Yes","No","","no","no","no","no","no","only marginally","no","","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","yes","yes","yes","yes","yes","No","No","1","1","0..not at all","0..not at all","0..not at all","0..not at all","5","","","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","3","2","8","yes","no","yes","no","no","no","yes","yes","yes","no","no","no","","","","yes","","","",NA
"295",341,"2021-10-14 13:26:11",8,"en",747503889,"9mgx00CP5rwDnql","2021-10-14 12:40:40","2021-10-14 15:44:44","31.31.48.133","","2","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","0..not at all","no","No","No","No","No","No","To gain knowledge of laws of nature ","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","yes","no","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","10..full extent","8","yes","no","yes","no","no","no","no","no","no","yes","no","no","","","","yes","","","",NA
"296",342,"2021-10-14 12:52:58",9,"en",1778938186,"o4oikEl3Z5KewUj","2021-10-14 12:42:58","2021-10-14 12:52:58","130.125.19.189","","9","40 to 49","> 15 years","3","Yes",NA,"","10..fully","3","5","to a large extent","Yes","No","Yes","Yes","No","","quite centrally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","false","false","false","false","true","yes","yes","yes","yes","yes","No","No","8","0..not at all","0..not at all","7","0..not at all","7","8","changing awareness","","","changing awareness","","changing behaviour","changing behaviour","","Not applicable","N/A","N/A","N/A","","3","Not applicable","7","Not applicable","3","5","yes","no","yes","no","yes","yes","yes","yes","no","yes","yes","yes","I don't know","10..very highly scalable","I don't know","yes","","TV emission in which the problems of historical accumulation of antibiotic resistance genes was discussed ","",NA
"297",343,"2021-10-14 13:15:32",9,"en",1795767601,"674eh2jIVbn5xaE","2021-10-14 12:54:13","2021-10-14 13:15:32","130.223.9.196","","10..highly experienced","50 to 59","> 15 years","5","Yes",NA,"1","10..fully","4","4","to a large extent","No","Yes","No","No","No","","quite centrally","quite centrally","no","only marginally","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","","","false","false","true","true","true","yes","yes","yes","yes","yes","No","Yes","10..to a high degree","10..to a high degree","0..not at all","0..not at all","1","10..to a high degree","10..to a high degree","changing understanding","changing behaviour","","","","changing awareness","changing understanding","","5","Yes","Yes","No","","3","0..not at all","4","4","8","10..full extent","yes","yes","yes","no","no","no","yes","no","yes","yes","yes","no","8","10..very highly scalable","8","yes","","","",NA
"298",344,"2021-10-14 13:30:59",9,"en",1100858612,"jFRmcr3jnRw7Uyh","2021-10-14 13:06:35","2021-10-14 13:30:59","130.92.51.18","","10..highly experienced","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","","","no","No","No","No","No","No","criminalistics","quite centrally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","no","no","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","5","0..not at all","0..not at all","0..not at all","0..not at all","10..full extent","yes","no","yes","no","no","no","no","no","no","yes","yes","no","","","","yes","","","Although the funded project ended 2017, the research on this topic is continued.",NA
"299",345,"2021-10-14 13:17:47",9,"en",201168452,"dVVicn3rqwyPrMi","2021-10-14 13:13:48","2021-10-14 13:17:47","130.60.154.134","","3","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","8","no","No","No","No","No","Yes","","only marginally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","yes","yes","no","no","No","No","10..to a high degree","0..not at all","0..not at all","1","0..not at all","0..not at all","10..to a high degree","changing attitude","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","Not applicable","yes","no","yes","no","no","yes","yes","yes","yes","no","no","yes","1","1","0..not scalable at all","no","","","",NA
"300",346,"2021-10-14 14:01:34",9,"en",203723406,"wzjST2kHuCJ9sc0","2021-10-14 13:54:19","2021-10-14 14:01:34","2001:67c:10ec:3c91:8000::116","","10..highly experienced","60 to 69","> 15 years","6","Yes",NA,"10..very high extent","8","7","7","to a large extent","Yes","No","No","No","No","","only marginally","no","no","no","no","no","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","false","false","false","true","false","yes","no","no","no","yes","No","Yes","8","0..not at all","0..not at all","0..not at all","5","8","8","changing behaviour","","","","changing behaviour","changing behaviour","changing understanding","","7","No","No","No","discussion, debate, reflection","Not applicable","Not applicable","10..full extent","9","7","Not applicable","yes","no","yes","yes","yes","no","yes","no","no","no","no","yes","10..very highly scalable","10..very highly scalable","10..very highly scalable","no","","","",NA
